241,1964696043,59179
242,-1708324956,53672
243,-1083809810,61437
244,-456725815,67183
245,172927029,55942
246,805148722,59035
247,1439939264,50008
248,2077298655,53696
249,-1577740401,55688
250,-935243312,53084
251,-290177374,64157
252,357457413,60865
253,1007661049,71806
254,1660433534,69517
255,-1979192428,71912
256,-1321282245,71186
257,-660803213,44711
258,2244668,59396
259,667861398,53580
260,1336046977,56168
261,2006801405,52819
262,-1614842614,57281
263,-938950488,57083
264,-260489513,48322
265,420540311,56547
266,1104138984,66401
267,1790306506,52929
268,-1815924419,58177
269,-1124619199,50625
270,-430745130,56132
271,265697788,63433
272,964709555,55317
273,1666290171,55787
274,-1924527660,55199
275,-1217809346,65730
276,-508522183,56744
277,203333829,61426
278,917758690,50724
279,1634752400,61123
280,-1940652337,68665
281,-1218520929,66918
282,-493820672,55430
283,233448434,52907
284,963286389,55463
285,1695693193,66534
286,-1864298450,55432
287,-1126753948,58573
288,-386640597,62535
289,356041603,66443
290,1101292652,63186
291,1849112550,67603
292,-1695465999,54075
293,-942508403,67183
294,-186981958,55901
295,571113336,49158
296,1331777479,54798
297,2095010471,63072
298,-1434154984,60132
299,-665784294,54779
300,105155245,67181
301,878663633,66675
302,1654740870,65583
303,-1861580340,38494
304,-1080365405,55928
305,-296581621,65198
306,489771012,64379
307,1278692494,50554
308,2070182825,62839
309,-1430725291,48180
310,-634097262,55945
311,165099616,60358
312,966865343,58367
313,1771199919,71352
314,-1716863952,57224
315,-907391678,60786
316,-95350555,61233
317,719259417,58612
318,1536438238,57224
319,-1938781388,54391
320,-1116464869,62341
321,-291579501,52938
322,535874716,55365
323,1365897782,67907
324,-2096477599,55308
325,-1261316835,62452
326,-423587222,61473
327,416711240,57802
328,1259578551,51214
329,2105014711,53921
330,-1341947576,59857
331,-491373718,54329
332,361768989,47212
333,1217480545,65419
334,2075760950,56487
335,-1358357092,50880
336,-494938989,61217
337,371047963,56433
338,1239603764,57976
339,2110728414,60051
340,-1310545383,58638
341,-434283035,60181
342,444548162,65547
343,1325948208,61133
344,-2085050193,56989
345,-1198512449,48073
346,-309405856,54314
347,582269586,60006
348,1476513877,62233
349,-1921640279,55493
350,-1022258290,60906
351,-120307452,65843
352,784212235,67149
353,1691300771,65717
354,-1694009140,62434
355,-781782906,52298
356,133012177,55197
357,1050376109,69395
358,1970308890,56171
359,-1402156776,45444
360,-477086297,55846
361,450553031,60614
362,1380761208,61511
363,-1981429062,46378
364,-1046083187,55443
365,-108168463,46344
366,832315110,52741
367,1775367532,67944
368,-1573978493,62553
369,-625788373,54054
370,324970596,65219
371,1278298414,67667
372,-2060772215,57899
373,-1102306699,56684
374,-141272334,60831
375,822330880,57379
376,1788502943,72980
377,-1537723441,62305
378,-566413680,66863
379,407464930,64425
380,1383912389,70810
381,-1932038599,55446
382,-950453442,61672
383,33700564,60474
384,1020423419,57064
385,2009715123,62615
386,-1293391620,49895
387,-298962218,61684
388,698036033,52877
389,1697603133,44497
390,-1595228214,60491
391,-590523416,51987
392,416750231,67999
393,1426592727,68417
394,-1855963224,45206
395,-840983030,57045
396,176566013,56561
397,1196683905,61654
398,-2075596650,65099
399,-1050341060,57616
400,-22516621,68278
401,1007876667,50699
402,2040838804,66691
403,-1218597506,56178
404,-180497671,50549
405,860171013,56830
406,1903408546,57709
407,-1345752368,65487
408,-297377137,62644
409,753566943,57121
410,1807079872,62006
411,-1431805646,55383
412,-373155019,61988
413,688064457,58606
414,1751852782,58073
415,-1476757340,53873
416,-407831317,54762
417,663663555,62516
418,1737727276,58146
419,-1480607450,53486
420,-401406031,71508
421,680364237,56866
422,1764703354,60217
423,-1443355976,57715
424,-353879161,64522
425,738166503,52641
426,1832781016,55341
427,-1365002918,60688
428,-265250707,60569
429,837070353,50896
430,1941960262,46128
431,-1245548276,56229
432,-135520669,59895
433,977075787,53537
434,2092241092,55132
435,-1084992050,63230
436,35310953,61098
437,1158182805,62268
438,-2011343790,63298
439,-883334240,67189
440,247244159,43817
441,1380391407,60159
442,-1778859792,64179
443,-640574846,60968
444,500278949,56122
445,1643701593,61063
446,-1505274210,63370
447,-356713868,60658
448,794415323,67997
449,1948113363,62798
450,-1190587044,60429
451,-31751306,55670
452,1129653281,71470
453,-2001340579,60101
454,-834798294,55280
455,334312840,58024
456,1505992823,61702
457,-1614725641,62254
458,-437907960,69045
459,741478570,60716
460,1923433949,66976
461,-1187009119,55105
462,83958,58929
463,1189745884,64808
464,-1912990637,56448
465,-718191013,62089
466,479177460,65819
467,1679114782,60558
468,-1413346343,62340
469,-208271323,60563
470,999372546,63702
471,-2085382032,59384
472,-872600465,62434
473,342749951,51974
474,1560669216,46815
475,-1513809966,64660
476,-290753003,64551
477,934872809,63871
478,-2131899826,57247
479,-901136316,69470
480,332196043,50563
481,1568097251,57847
482,-1488399988,48679
483,-247361082,56427
484,996246673,57026
485,-2052544019,67084
486,-803798566,63045
487,447515736,51831
488,1701398887,53875
489,-1337116409,50949
490,-78095560,55979
491,1183494138,53847
492,-1847314611,54968
493,-580587215,71898
494,688709030,56347
495,1960574124,59837
496,-1059959229,58427
497,217043563,60770
498,1496615204,65177
499,-1516211602,60299
500,-231502263,42706
501,1055775925,65714
502,-1949344334,66486
503,-656928448,58260
504,638056287,56306
505,1935609871,60718
506,-1059234992,71682
507,243456290,53355
508,1548716421,64863
509,-1438421895,67136
510,-128024066,71138
511,1184942612,60781
512,-1794489157,60323
513,-476384781,67359
514,844288444,51609
515,-2127436778,56509
516,-801625855,58577
517,526753917,56771
518,1857702538,66473
519,-1103747288,57255
520,232339031,62444
521,1570994199,54644
522,-1382749080,61773
523,-38956214,56013
524,1307405501,66874
525,-1638631231,62359
526,-287131818,60769
527,1066936444,71298
528,-1871393741,49206
529,-512187781,54366
530,849587028,60556
531,-2081036610,54170
532,-714124103,61224
533,655357253,56520
534,2027407458,65864
535,-892940784,55899
536,484247119,64600
537,1864003871,65294
538,-1048637824,67701
539,336256626,58867
540,1723719925,67954
541,-1181215223,55602
542,211385774,54238
543,1606555620,59015
544,-1290672981,61244
545,109634563,55906
546,1512510956,63082
547,-1377011098,56251
548,31002993,66638
549,1441585933,60292
550,-1440229574,67147
551,-24508936,59054
552,1393780551,62042
553,-1480328409,58914
554,-56901224,66001
555,1369094810,66411
556,-1497307603,52458
557,-66173871,44154
558,1367528710,65744
559,-1491167156,54894
560,-52326877,50230
561,1389082251,43111
562,-1461907068,61299
563,-15360242,67992
564,1433755433,58706
565,-1409527339,46151
566,44726034,50737
567,1501548256,57583
568,-1334027969,60540
569,127931951,66399
570,1592460720,41595
571,-1235408958,61979
572,234257509,51966
573,1706492825,50993
574,-1113670306,62320
575,363702708,61320
576,1843644571,52323
577,-968812013,56617
578,516267548,49041
579,2003915958,58126
580,-800834079,62595
581,691952029,56041
582,-2107660310,44993
583,-609736504,54660
584,890756151,64126
585,-1901149641,53462
586,-395519288,54673
587,1112679914,68535
588,-1671519331,55985
589,-158182431,48618
590,1357723318,63163
591,-1418769380,52903
592,102274067,61508
593,1625886363,61712
594,-1142899788,62103
595,385850206,54130
596,1917169049,68335
597,-843910555,63241
598,692545986,62332
599,-2063395920,71054
600,-521801681,60442
601,1022361407,53778
602,-1725873952,55663
603,-176573166,61294
604,1375296469,61007
605,-1365232343,59860
606,191774990,61316
607,1751351172,64214
608,-981471093,52973
609,583242787,66900
610,-2144441780,53415
611,-574590202,61148
612,997830225,58573
613,-1722147795,61760
614,-144589670,62575
615,1435537304,65185
616,-1276734169,58971
617,308530503,59366
618,1896364024,66818
619,-808200902,56379
620,784770317,61073
621,-1914656911,60139
622,-316547994,60669
623,1284129772,59996
624,-1407590909,59827
625,198224555,50902
626,1806608868,46906
627,-877405266,62923
628,736116745,63323
629,-1942759691,62090
630,-324099982,62351
631,1297128576,49450
632,-1374041313,61280
633,252324943,62162
634,1881260048,59981
635,-782203294,56101
636,851869509,67602
637,-1806456135,56714
638,-167245634,59363
639,1474533716,61079
640,-1176085381,62742
641,470831667,60587
642,2120317564,53525
643,-522594986,63699
644,1132028609,59908
645,-1505746243,53998
646,154015050,61755
647,1816345192,54360
648,-813723113,66403
649,853744727,53377
650,-1771185880,57341
651,-98580342,50480
652,1576594045,61381
653,-1040630015,53764
654,639682070,48605
655,-1972404292,45692
656,-286954509,67865
657,1401064123,51192
658,-1203315692,48586
659,489840638,64616
660,-2109401479,56853
661,-411107451,56648
662,1289755426,60406
663,-1301780144,61625
664,404220431,67445
665,2112789855,61933
666,-471039168,57967
667,1242667954,62068
668,-1336023371,56333
669,382821449,51994
670,2104235118,59530
671,-466749660,62977
672,1259801707,52681
673,-1306045373,64198
674,425643692,62833
675,-2135065690,59563
676,-398238927,56978
677,1341156685,56030
678,-1211846150,62633
679,532687160,65962
680,-2015177977,44784
681,-265506969,65127
682,1486732888,63040
683,-1053425702,55402
684,703951853,48652
685,-1831069039,58821
686,-68553786,63317
687,1696530316,53558
688,-830784029,47766
689,939437771,62622
690,-1582738876,63232
691,192620622,52813
692,1970548969,53590
693,-543921131,63226
694,1239144914,52988
695,-1270187488,57093
696,518016255,62673
697,-1986178449,63413
698,-192837008,59460
699,1603073282,61363
700,-893414875,61254
701,907633113,61916
702,-1583717346,60299
703,222468340,61548
704,2031222875,45120
705,-452421037,67817
706,1361471196,56505
707,-1117035018,57977
708,701994913,61696
709,-1771373603,66805
710,52794026,53863
711,1879530504,66949
712,-586131465,56984
713,1245742711,56694
714,-1214781560,47792
715,622230314,60422
716,-1833156259,58358
717,8993313,67148
718,1853711734,58915
719,-593968292,57799
720,1255887827,62132
721,-1186654501,60963
722,668339316,71168
723,-1769065314,68276
724,91066201,65399
725,1953766565,57813
726,-475931518,52179
727,1391906544,49455
728,-1032653841,60491
729,840321919,56858
730,-1579100768,56685
731,299012690,55054
732,-2115272299,54387
733,-232021143,66430
734,1653798862,61896
735,-752779580,61238
736,1138178123,55935
737,-1263262621,60085
738,632832780,62111
739,-1763470266,60535
740,137762833,63292
741,2041564781,61606
742,-347031718,58574
743,1561907928,64943
744,-821550873,58288
745,1092526471,67498
746,-1285794632,61158
747,633420410,60882
748,-1739762995,67249
749,184589745,65553
750,2111511334,66587
751,-253965524,56974
752,1678093763,60875
753,-682245397,57808
754,1254951588,59045
755,-1100249874,61670
756,842084809,62428
757,-1507978955,60107
758,439493426,60031
759,-1905432640,60852
760,47177439,56653
761,2002356367,55509
762,-334863152,56575
763,1625453474,54550
764,-706628347,60779
765,1258825977,52338
766,-1068118146,63889
767,902473876,67416
768,-1419332549,52546
769,556397171,54403
770,-1760271556,62684
771,220595862,53214
772,-2090935167,56335
773,-104930051,59189
774,1883643914,60394
775,-420180568,59490
776,1573531095,59051
777,-725155689,54710
778,1273693672,53423
779,-1019855414,63588
780,984131645,57015
781,-1304279743,59711
782,704845014,62607
783,-1578428676,51046
784,435833779,56454
785,-1842302213,66603
786,177097940,47399
787,-2095900354,68114
788,-71362503,56469
789,1955744197,69814
790,-309547550,66683
791,1722696848,57442
792,-537457201,50937
793,1499924895,60745
794,-755091456,56458
795,1287428338,62007
796,-962450315,51124
797,1085207177,54480
798,-1159533778,65747
799,893261412,66249
800,-1346341845,51840
801,711591043,51816
802,-1522874516,63308
803,540196070,58272
804,-1689131791,62877
805,379076493,61311
806,-1845113670,61721
807,228232312,62069
808,-1990820153,61407
809,87663527,60316
810,-2126251240,61521
811,-42629862,52980
812,2043560365,54683
813,-162647855,55358
814,1928680070,55170
815,-272390452,61396
816,1824075171,50174
817,-371857653,55155
818,1729745668,71490
819,-461049458,56858
820,1645691561,54942
821,-539965867,55241
822,1571912850,60410
823,-608606880,61178
824,1508409535,65861
825,-666972497,61304
826,1455181616,57192
827,-715062718,65993
828,1412229093,67233
829,-752877543,60363
830,1379551966,54123
831,-780416972,65744
832,1357150235,67373
833,-797681005,57174
834,1345023900,64730
835,-804669642,57013
836,1343172961,51810
837,-801382883,55505
838,1351597418,60503
839,-787820728,59947
840,1370297271,66269
841,-763983177,50817
842,1399272520,65451
843,-729870230,58961
844,1438523165,62756
845,-685481887,67157
846,1488049206,63648
847,-630818148,61684
848,1547850643,55911
849,-565879013,63793
850,1617927476,52573
851,-490664482,63194
852,1698279705,51664
853,-405174555,71476
854,1788907330,49628
855,-309409232,62703
856,1889810351,57795
857,-203368513,61106
858,2000988768,60816
859,-87052398,62974
860,2122442581,63607
861,39539113,54943
862,-2040795506,50762
863,176406020,48594
864,-1898790901,61464
865,323548323,59878
866,-1746510900,60499
867,480966022,59315
868,-1583955503,66465
869,648659117,59096
870,-1411124710,61215
871,826627608,50173
872,-1228018521,55079
873,1014871495,62108
874,-1034636936,61862
875,1213390778,56130
876,-830979955,65471
877,1422185457,55571
878,-617047578,65024
879,1641255532,53815
880,-392839805,52063
881,1870601003,44828
882,-158356636,56118
883,2110221870,71004
884,86401929,51088
885,-1934849163,65257
886,341435890,58751
887,-1674677504,44609
888,606745247,59375
889,-1404230449,47914
890,882330000,53502
891,-1123507998,54128
892,1168190149,65129
893,-832510151,63489
894,1464325694,64536
895,-531236908,58531
896,1770736635,56609
897,-219688269,58981
898,2087422972,60657
899,102135766,58556
900,-1880582591,63655
901,434235197,63610
902,-1543345462,53286
903,776610024,47441
904,-1195832937,66451
905,1129260247,62672
906,-838045016,67084
907,1492185866,66801
908,-469981699,42826
909,1865386881,62398
910,-91642986,56081
911,-2046104004,61376
912,296971123,60854
913,-1652352197,63322
914,695860628,54859
915,-1248324994,56412
916,1105025529,56898
917,-834022395,55877
918,1524465826,55338
919,-409444400,57606
920,1954181519,56125
921,25408991,60702
922,-1900794688,61549
923,470537778,61076
924,-1450528203,60218
925,925941961,50257
926,-989986322,61066
927,1391621540,60345
928,-519169045,63383
929,1867576515,54027
930,-38076372,62948
931,-1941160410,60433
932,453291697,62596
933,-1444654643,55353
934,954935162,56558
935,-937873480,58178
936,1466854023,72102
937,-420816921,56206
938,1989048280,41327
939,106515034,72080
940,-1773449363,58005
941,644122385,55358
942,-1230704314,52913
943,1192005132,64734
944,-677683869,54030
945,1750163275,57509
946,-114388028,60333
947,-1976370482,57180
948,459183209,55609
949,-1397661547,55750
950,1043029842,50286
951,-808677216,66614
952,1637151871,68021
953,-209417489,60516
954,-2053418000,54730
955,400117634,71504
956,-1438745179,55641
957,1019928153,46450
958,-813796962,65756
959,1650014068,56781
960,-178573349,61151
961,-2004591917,66459
962,466925660,62014
963,-1353955210,52499
964,1122700065,53079
965,-693043107,58246
966,1788749866,56315
967,-21855608,53312
968,-1829892233,54869
969,659607287,64396
970,-1143291640,59052
971,1351345578,56199
972,-446415651,53167
973,2053359265,52363
974,260735734,61252
975,-1529318948,60410
976,978162515,60646
977,-806754469,62865
978,1705864692,57107
979,-73914594,64315
980,-1851125031,51551
981,669200677,60340
982,-1102872062,65646
983,1422591344,61713
984,-344343697,60979
985,-2108709889,67670
986,424460064,58144
987,-1334768430,64835
988,1203539221,58101
989,-550551575,62093
990,1992893774,71672
991,243940676,56098
992,-1502443573,61472
993,1048708323,57006
994,-692538228,60507
995,1863751366,67413
996,127642513,63082
997,-1605897491,65703
998,958098650,67817
999,-770303656,59414
